"","accession","Description","logFC","logCPM","F","PValue","FDR"
"36","OEU17546.1","proteasome subunit alpha [Fragilariopsis cylindrus CCMP1102]",1.40079813185983,10.4992337493709,6.30746723252827,0.0311199560727855,0.995226959676953
"37","OEU20754.1","P-type ATPase [Fragilariopsis cylindrus CCMP1102]",0.837029544465922,9.84547958088361,6.23715940552246,0.0313661162396427,0.995226959676953
"38","OEU15601.1","WD40 repeat-like protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.699052507534812,10.0110908584882,6.17200987690744,0.0320795900184573,0.995226959676953
"39","OEU21863.1","peptidyl-prolyl cis-trans isomerase B [Fragilariopsis cylindrus CCMP1102]",0.833300553046006,9.37927777505925,6.7769182180498,0.0338375275476321,0.995226959676953
"40","OEU08126.1","Carboxyl_trans-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.484183199036619,11.3564270262261,5.90987245361975,0.0351583044239518,0.995226959676953
"41","OEU22171.1","Band_7-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.73511372232687,9.7583431900077,8.14411480807418,0.0358205257623314,0.995226959676953
"42","OEU17563.1","hypothetical protein FRACYDRAFT_237983 [Fragilariopsis cylindrus CCMP1102]",-0.859695320089536,9.29543103412795,9.15300479272803,0.0382954800470853,0.995226959676953
"43","OEU20373.1","hypothetical protein FRACYDRAFT_236448 [Fragilariopsis cylindrus CCMP1102]",-0.854340112555091,9.38617337515441,5.90990034099219,0.0390228553138518,0.995226959676953
"44","OEU18937.1","uroporphyrinogen III decarboxylase [Fragilariopsis cylindrus CCMP1102]",-1.10867421470784,8.7495340623735,7.0482696093092,0.03944920017978,0.995226959676953
"45","OEU15135.1","3-phosphoshikimate 1-carboxyvinyltransferase [Fragilariopsis cylindrus CCMP1102]",-0.696809147951033,9.92299180874882,5.58101672577154,0.0395481850681732,0.995226959676953
"46","OEU22102.1","hypothetical protein FRACYDRAFT_179260 [Fragilariopsis cylindrus CCMP1102]",-0.693937566577825,9.99515955776102,5.53974701250185,0.0408240373869805,0.995226959676953
"47","OEU18445.1","P-loop containing nucleoside triphosphate hydrolase protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.880956777364374,9.27832433151952,10.94656326915,0.0438182121185145,0.995226959676953
"48","OEU20523.1","Aldo/keto reductase [Fragilariopsis cylindrus CCMP1102]",0.604469934669412,10.168116716689,5.29784042765816,0.0438763265698474,0.995226959676953
"49","OEU07292.1","hypothetical protein FRACYDRAFT_251075 [Fragilariopsis cylindrus CCMP1102]",0.855863552293591,9.22460957839086,10.073344806959,0.04897329320792,0.995226959676953
"50","OEU17472.1","hypothetical protein FRACYDRAFT_183826 [Fragilariopsis cylindrus CCMP1102]",-0.564403240346866,10.2547950057812,5.51632307064683,0.0494079004091414,0.995226959676953
"51","OEU09509.1","imidazole glycerol phosphate synthase HisHF [Fragilariopsis cylindrus CCMP1102]",0.928574272865677,9.70013501660238,4.92956615175801,0.0504101832982329,0.995226959676953
"52","OEU06534.1","hypothetical protein FRACYDRAFT_214292 [Fragilariopsis cylindrus CCMP1102]",0.655728714856963,9.85917599333884,4.75689591128461,0.0538837142205562,0.995226959676953
"53","OEU14218.1","hypothetical protein FRACYDRAFT_261913 [Fragilariopsis cylindrus CCMP1102]",-0.730629591260114,9.7433128995089,5.80410881172724,0.0545390012255694,0.995226959676953
"54","OEU06632.1","hypothetical protein FRACYDRAFT_272692 [Fragilariopsis cylindrus CCMP1102]",1.58826292301799,7.81429236264149,9.17987051953391,0.0587458009555898,0.995226959676953
"55","OEU15295.1","hypothetical protein FRACYDRAFT_208848 [Fragilariopsis cylindrus CCMP1102]",-0.932489524190818,8.99959578423719,5.06448989116988,0.0593312602514361,0.995226959676953
"56","OEU21030.1","hypothetical protein FRACYDRAFT_234659 [Fragilariopsis cylindrus CCMP1102]",-1.04717661831255,8.9002529273146,6.79147724505939,0.0643127704004151,0.995226959676953
"57","OEU14958.1","hypothetical protein FRACYDRAFT_241517 [Fragilariopsis cylindrus CCMP1102]",-1.352032002398,9.43614251200452,4.33023528573571,0.0644658237227601,0.995226959676953
"58","OEU20848.1","DUF814-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.516513590857822,10.4050012972684,4.26997920879373,0.0653975578854588,0.995226959676953
"59","OEU18529.1","RNA-binding domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.925768894230269,8.99591042794448,6.24556679009004,0.0658305125009009,0.995226959676953
"60","OEU22422.1","2-oxoglutarate dehydrogenase complex protein [Fragilariopsis cylindrus CCMP1102]",-0.995863494692462,10.5443164804834,4.26543272946915,0.0661707505771053,0.995226959676953
"61","OEU14125.1","hypothetical protein FRACYDRAFT_189149 [Fragilariopsis cylindrus CCMP1102]",-0.765567306444646,9.34935303144521,4.43091401046252,0.0689879642014428,0.995226959676953
"62","OEU07652.1","hypothetical protein FRACYDRAFT_264814 [Fragilariopsis cylindrus CCMP1102]",-0.995758988458064,10.0354193529169,4.13465796423882,0.0692478757153718,0.995226959676953
"63","OEU17096.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]",0.943704389592519,8.78435912849958,5.27998329989496,0.0704129488817017,0.995226959676953
"64","OEU20376.1","ribosomal protein L32e [Fragilariopsis cylindrus CCMP1102]",-0.749592223451191,9.41654071586234,4.19886350867164,0.0728230221884411,0.995226959676953
"65","OEU15228.1","aminotransferase, classes I and II superfamily [Fragilariopsis cylindrus CCMP1102]",-0.715347451432988,9.51513146949077,3.98543273728316,0.0735448939509327,0.995226959676953
"66","OEU23715.1","GTP-binding protein yptV1 [Fragilariopsis cylindrus CCMP1102]",-1.34704674662426,9.63752347140469,3.98550646712089,0.0742127287684676,0.995226959676953
"67","OEU13022.1","kinase-like protein, partial [Fragilariopsis cylindrus CCMP1102]",0.964289862578828,9.02254450241457,3.92738770769102,0.0754843405142777,0.995226959676953
"68","OEU10909.1","hypothetical protein FRACYDRAFT_246784 [Fragilariopsis cylindrus CCMP1102]",-0.529429676831379,10.2384093060515,3.95009598733804,0.0759790301730725,0.995226959676953
"69","OEU20097.1","BET3 vesicular transport protein [Fragilariopsis cylindrus CCMP1102]",1.09684064688702,8.22259316120475,4.94744336967377,0.0771637023255127,0.995226959676953
"70","OEU15517.1","hypothetical protein FRACYDRAFT_269396 [Fragilariopsis cylindrus CCMP1102]",0.831877235544467,8.99561711888647,5.46829123275993,0.0782898577343,0.995226959676953
"71","OEU07887.1","RecF/RecN/SMC protein [Fragilariopsis cylindrus CCMP1102]",0.83293361552276,9.78777271382785,3.77827041157347,0.0804069448327534,0.995226959676953
"72","OEU12424.1","hypothetical protein FRACYDRAFT_276733 [Fragilariopsis cylindrus CCMP1102]",-0.640764389144942,9.82801831309856,5.36761589139705,0.0807388365939737,0.995226959676953
"73","OEU07457.1","cytochrome C oxidase copper chaperone, partial [Fragilariopsis cylindrus CCMP1102]",0.508194226840029,10.3905405701317,3.7341954552383,0.0818102009368203,0.995226959676953
"74","OEU16221.1","hydroxymethylglutaryl-CoA reductase [Fragilariopsis cylindrus CCMP1102]",-0.700658124511912,9.47052371898203,5.95865286855552,0.0819699248416216,0.995226959676953
"75","OEU22058.1","60S ribosomal protein L7 [Fragilariopsis cylindrus CCMP1102]",-1.03664535069944,8.61561001393806,3.67859898609976,0.0839214117272734,0.995226959676953
"76","OEU15259.1","Band_7-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.591434097517862,10.7835732213345,3.6722683435422,0.08402265771633,0.995226959676953
"77","OEU17174.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]",0.854990400734441,9.22554869767777,3.66705917673501,0.0843405840557585,0.995226959676953
"78","OEU15790.1","MA3-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.839853493395816,8.88843318057994,4.4280151098111,0.0845478765189824,0.995226959676953
"79","OEU16951.1","TPT-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",1.12375450676219,8.75854324656268,3.65477565999118,0.0851586558981353,0.995226959676953
"80","OEU12257.1","hypothetical protein FRACYDRAFT_263178 [Fragilariopsis cylindrus CCMP1102]",-0.924457144359342,9.65594890632864,3.62974622850696,0.085713949612865,0.995226959676953
"81","OEU19947.1","FKBP-like protein [Fragilariopsis cylindrus CCMP1102]",-0.92015828556957,9.99487355491005,3.62605565647429,0.0858512998410925,0.995226959676953
"82","OEU16044.1","GTP-binding protein typA [Fragilariopsis cylindrus CCMP1102]",-0.586878394231809,9.955588102408,5.77290054197255,0.0869379563649845,0.995226959676953
"83","OEU16276.1","glutamine-hydrolyzing asparagine synthase [Fragilariopsis cylindrus CCMP1102]",-0.379776239477015,12.2184498735921,3.57848019696524,0.0875174687334094,0.995226959676953
"84","OEU08741.1","hypothetical protein FRACYDRAFT_264526 [Fragilariopsis cylindrus CCMP1102]",-0.885142085558995,9.15659593397615,4.88255328064827,0.0884175942168559,0.995226959676953
"85","OEU13859.1","hypothetical protein FRACYDRAFT_242210 [Fragilariopsis cylindrus CCMP1102]",0.891073655567452,9.04832479005018,3.4104236987125,0.0943772894546491,0.995226959676953
"86","OEU16770.1","AAA-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.910990868547173,8.63071772474449,5.75515352325728,0.095491927897171,0.995226959676953
"87","OEU22110.1","putative methyltransferase [Fragilariopsis cylindrus CCMP1102]",0.77240111766176,9.1978003437189,4.902641201775,0.0977936254394317,0.995226959676953
"88","OEU17392.1","putative glucose-6-phosphate dehydrogenase [Fragilariopsis cylindrus CCMP1102]",0.59926712790237,11.2325341147069,3.2918841530547,0.0995175170148621,0.995226959676953
"89","OEU20758.1","hypothetical protein FRACYDRAFT_206017 [Fragilariopsis cylindrus CCMP1102]",-0.717882478594551,9.37962036188352,3.9681006948424,0.101135966962328,0.995226959676953
"90","OEU22046.1","hypothetical protein FRACYDRAFT_267134 [Fragilariopsis cylindrus CCMP1102]",0.657119760382503,9.35387841070783,7.05855043862332,0.103551390052858,0.995226959676953
"91","OEU16792.1","hypothetical protein FRACYDRAFT_186050 [Fragilariopsis cylindrus CCMP1102]",-0.813784449279877,9.030094779912,3.45442696484485,0.103609327653252,0.995226959676953
"92","OEU15663.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]",-1.17901245065211,8.17367516645601,4.11296830526598,0.104787194757779,0.995226959676953
"93","OEU09587.1","RecF/RecN/SMC protein [Fragilariopsis cylindrus CCMP1102]",0.601815390177879,9.55939207367004,3.1167012269243,0.10764349833481,0.995226959676953
"94","OEU15580.1","metal-dependent protein hydrolase [Fragilariopsis cylindrus CCMP1102]",-0.527276346153865,10.1169061102136,4.74584792455056,0.108622057336275,0.995226959676953
"95","1773362818","photosystem I p700 chlorophyll A apoprotein B (chloroplast) [Fragilariopsis cylindrus]",0.599825511845633,10.606745499127,3.08625202175291,0.109165804681461,0.995226959676953
"96","OEU20286.1","alcohol dehydrogenase GroES domain protein [Fragilariopsis cylindrus CCMP1102]",-0.802232384281563,10.7847757606177,3.08765788591081,0.109807043046256,0.995226959676953
"97","OEU13387.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.543535472199077,9.81928473877415,4.1764896241344,0.110451727286409,0.995226959676953
"98","OEU14002.1","hypothetical protein FRACYDRAFT_171314 [Fragilariopsis cylindrus CCMP1102]",1.10982600786212,8.45441878177163,8.89241584379051,0.111747892339288,0.995226959676953
"99","OEU13253.1","alpha/beta-hydrolase [Fragilariopsis cylindrus CCMP1102]",0.646931363720583,9.50341538071796,3.03430525928769,0.111826138833479,0.995226959676953
"100","OEU10287.1","P-type ATPase [Fragilariopsis cylindrus CCMP1102]",0.800000231945517,8.77643286129409,3.74911807331496,0.112351662885515,0.995226959676953
"101","OEU18599.1","hypothetical protein FRACYDRAFT_268367 [Fragilariopsis cylindrus CCMP1102]",-0.767463883057924,9.78137305698104,2.98128699074186,0.114626362239305,0.995226959676953
"102","OEU19562.1","endo-1,3-beta-glucanase [Fragilariopsis cylindrus CCMP1102]",0.916320052943122,8.63621158920229,8.66519517410115,0.11506043979082,0.995226959676953
"103","OEU22445.1","putative 60S ribosomal protein RPL18A [Fragilariopsis cylindrus CCMP1102]",-0.842640445418307,9.01362149013743,4.15631234084297,0.116259205253167,0.995226959676953
"104","OEU19098.1","hypothetical protein FRACYDRAFT_268556 [Fragilariopsis cylindrus CCMP1102]",1.14212511626768,8.18970576765553,4.2338026000649,0.116721736080536,0.995226959676953
"105","OEU15339.1","mitochondrial glyceraldehyde-3-phosphate dehydrogenase [Fragilariopsis cylindrus CCMP1102]",0.66970387379389,9.67868692003025,2.81288970930803,0.124130225528408,0.995226959676953
"106","OEU15780.1","chlorophyll a/b-binding protein [Fragilariopsis cylindrus CCMP1102]",-0.795348014298064,8.82170895542667,3.77204144795295,0.124386072819616,0.995226959676953
"107","OEU20521.1","heat shock protein 70 [Fragilariopsis cylindrus CCMP1102]",0.456130180301214,10.5561545180908,2.78887378170707,0.125565978099927,0.995226959676953
"108","OEU22955.1","hypothetical protein FRACYDRAFT_233117 [Fragilariopsis cylindrus CCMP1102]",-0.843550383714588,8.90823148311312,4.46555236982019,0.128601068815746,0.995226959676953
"109","OEU11317.1","putative peroxiredoxin [Fragilariopsis cylindrus CCMP1102]",1.04224597249377,8.1588043592129,4.73035785245573,0.12882103876027,0.995226959676953
"110","OEU08340.1","60S ribosomal protein-like protein [Fragilariopsis cylindrus CCMP1102]",-0.715948726992227,11.1173373650132,2.71620662337642,0.130758822236614,0.995226959676953
"111","OEU19045.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]",0.380704751427492,11.7523317546193,2.69591515057729,0.131326673482991,0.995226959676953
"112","OEU19684.1","tRNA-synt_2c-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.451645126154563,10.1705054092227,3.61358997812777,0.131667761026373,0.995226959676953
"113","OEU14710.1","TPT-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.395904613592676,10.6245568415764,3.90250624365489,0.132592459727697,0.995226959676953
"114","OEU08749.1","cobW-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.872729039982634,10.4304235308511,2.67516204114494,0.133376411285679,0.995226959676953
"115","OEU20987.1","KDEL receptor A [Fragilariopsis cylindrus CCMP1102]",0.495299408582364,9.90574125924673,3.17358268592447,0.133758972161675,0.995226959676953
"116","OEU12108.1","hypothetical protein FRACYDRAFT_263132 [Fragilariopsis cylindrus CCMP1102]",0.6557218716063,9.21628629366741,3.18571302758876,0.134451961841145,0.995226959676953
"117","OEU21653.1","geranylgeranyl reductase [Fragilariopsis cylindrus CCMP1102]",-0.571458850975236,9.6571182819648,2.64587669636352,0.134567309877617,0.995226959676953
"118","OEU09640.1","Phytoene synthase [Fragilariopsis cylindrus CCMP1102]",-0.635553695238228,9.4510060196767,3.85754763976843,0.135003024080648,0.995226959676953
"119","OEU07355.1","hypothetical protein FRACYDRAFT_197708 [Fragilariopsis cylindrus CCMP1102]",-0.379781697075583,10.7641501670584,2.62633138236315,0.135860829934833,0.995226959676953
"120","OEU16145.1","hypothetical protein FRACYDRAFT_208040 [Fragilariopsis cylindrus CCMP1102]",0.700840578837406,9.32382745265425,2.62519976461915,0.136070193902169,0.995226959676953
"121","OEU15404.1","hypothetical protein FRACYDRAFT_275661 [Fragilariopsis cylindrus CCMP1102]",0.690126599621238,9.39375266892581,2.61074886043659,0.137037469167946,0.995226959676953
"122","OEU10937.1","hypothetical protein FRACYDRAFT_193278 [Fragilariopsis cylindrus CCMP1102]",-0.375225414001941,10.6014356735896,2.62516704642897,0.138736970828663,0.995226959676953
"123","OEU20871.1","HAD-like protein [Fragilariopsis cylindrus CCMP1102]",0.701500842636089,8.8889659749082,2.58289794796388,0.138792701747769,0.995226959676953
"124","OEU11005.1","Band_7-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.573612568255658,12.0081819047898,2.57666291737494,0.139738414487403,0.995226959676953
"125","OEU12720.1","hypothetical protein FRACYDRAFT_276584 [Fragilariopsis cylindrus CCMP1102]",0.839300498802258,8.70902453692194,6.08208495698608,0.139766909663332,0.995226959676953
"126","OEU11299.1","hypothetical protein FRACYDRAFT_270952 [Fragilariopsis cylindrus CCMP1102]",-0.553060417438407,9.60646915290027,3.33384758255015,0.14212792088786,0.995226959676953
"127","OEU18901.1","acyltransferase, partial [Fragilariopsis cylindrus CCMP1102]",-0.362596964529297,10.8511018680449,2.51887488975385,0.143263856510654,0.995226959676953
"128","OEU16457.1","ornithine transaminase [Fragilariopsis cylindrus CCMP1102]",-0.826400703275153,8.67855705778312,3.33248595299011,0.143577519945672,0.995226959676953
"129","OEU15501.1","ribosomal protein L13 [Fragilariopsis cylindrus CCMP1102]",-0.4728999056945,9.97763040784568,3.03265796805978,0.146271910063034,0.995226959676953
"130","OEU19838.1","hypothetical protein FRACYDRAFT_182024 [Fragilariopsis cylindrus CCMP1102]",-0.732473432483773,9.03698951133585,2.45198116251562,0.148134907030618,0.995226959676953
"131","OEU19234.1","cobW-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.870815056696171,11.2508911083623,2.45452057909528,0.148661876849138,0.995226959676953
"132","OEU14863.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]",0.773742925793441,9.01940727432543,2.43364486171869,0.149507180194584,0.995226959676953
"133","OEU18598.1","hypothetical protein FRACYDRAFT_236877 [Fragilariopsis cylindrus CCMP1102]",0.519837602400082,9.68451864230192,3.47702713464204,0.149827837250266,0.995226959676953
"134","OEU13266.1","hypothetical protein FRACYDRAFT_241601 [Fragilariopsis cylindrus CCMP1102]",0.610261058358689,9.25997417987414,5.58144719617624,0.151091302460351,0.995226959676953
"135","OEU11669.1","hypothetical protein FRACYDRAFT_244788 [Fragilariopsis cylindrus CCMP1102]",-0.878935592179957,8.60545329485995,3.72086429958145,0.151439551230799,0.995226959676953
"136","OEU20818.1","HopJ-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.476701376144118,9.91155644386862,3.28901875644805,0.151919659713696,0.995226959676953
"137","OEU18543.1","TPR-like protein [Fragilariopsis cylindrus CCMP1102]",-0.7027098918301,9.07548952578728,2.38939302542226,0.152887029926796,0.995226959676953
"138","OEU15309.1","silicon transporter [Fragilariopsis cylindrus CCMP1102]",0.809361477427964,9.30474165962745,2.38556567481991,0.153699776233931,0.995226959676953
"139","OEU18752.1","hypothetical protein FRACYDRAFT_268432 [Fragilariopsis cylindrus CCMP1102]",0.80175810043548,8.53047587101343,3.39407302409066,0.154373754270473,0.995226959676953
"140","OEU15336.1","CBS-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.633057970218093,9.13341809846709,3.8557991386083,0.154953848442572,0.995226959676953
"141","OEU18812.1","Clavaminate synthase-like protein [Fragilariopsis cylindrus CCMP1102]",-0.968074003820378,8.77096049901476,4.46804866802342,0.154979587915397,0.995226959676953
"142","OEU19735.1","nitrate reductase [Fragilariopsis cylindrus CCMP1102]",-0.657178306225699,9.18788588161256,3.13960961258925,0.155202586008116,0.995226959676953
"143","OEU16166.1","hypothetical protein FRACYDRAFT_238754 [Fragilariopsis cylindrus CCMP1102]",0.354713779259421,10.5939019869165,2.46007190028859,0.15601772143743,0.995226959676953
"144","OEU08031.1","ATP-dependent metalloprotease FtsH [Fragilariopsis cylindrus CCMP1102]",-0.495399121617772,9.91901763986826,3.0756004208349,0.156551519775366,0.995226959676953
"145","OEU20609.1","DnaJ_C-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",0.461352941170452,9.84367459650062,2.7162122812229,0.158008631931881,0.995226959676953
"146","1773362819","heat shock protein 70 (chloroplast) [Fragilariopsis cylindrus]",0.420975497027312,10.1686816419269,3.03401698538543,0.159632032800213,0.995226959676953
"147","OEU18685.1","HAD-superfamily hydrolase [Fragilariopsis cylindrus CCMP1102]",-0.616815856708146,10.9828631403829,2.27526865532345,0.162781226927953,0.995226959676953
"148","OEU15409.1","DEAD-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.765500738125054,8.84216726926983,3.07220333965385,0.163847898066897,0.995226959676953
"149","OEU10541.1","hypothetical protein FRACYDRAFT_247081 [Fragilariopsis cylindrus CCMP1102]",0.595494491730878,9.29719212270034,2.34180088667988,0.164332932624838,0.995226959676953
"150","OEU18569.1","hypothetical protein FRACYDRAFT_182589 [Fragilariopsis cylindrus CCMP1102]",-0.658572409437247,9.18381345188758,2.70090597730616,0.166481000099132,0.995226959676953
"151","OEU22562.1","hypothetical protein FRACYDRAFT_267314 [Fragilariopsis cylindrus CCMP1102]",0.763491120218214,8.6304052173763,2.51445770487727,0.166868707462627,0.995226959676953
"152","OEU22584.1","fucoxanthin chlorophyll a/c binding protein [Fragilariopsis cylindrus CCMP1102]",-0.670069002432363,9.60084671353323,2.2016088133655,0.168512073064289,0.995226959676953
"153","OEU08249.1","hypothetical protein FRACYDRAFT_212859 [Fragilariopsis cylindrus CCMP1102]",0.460911776203003,9.90063138046281,2.56572715204914,0.170793279021115,0.995226959676953
"154","OEU10199.1","putative GDP-fucose synthetase [Fragilariopsis cylindrus CCMP1102]",0.765231274196612,8.63494515176073,2.91801959413828,0.172456267533675,0.995226959676953
