"","accession","Description","logFC","logCPM","F","PValue","FDR"
"14","OEU19455.1","ubiquitin-conjugating enzyme [Fragilariopsis cylindrus CCMP1102]",1.81608025123412,8.69462222185391,24.8490689552442,0.000532755214966292,0.0498893050238563
"15","OEU20628.1","(E)-4-hydroxy-3-methylbut-2-enyl diphosphate synthase [Fragilariopsis cylindrus CCMP1102]",-1.16451864806178,10.0774652383946,24.6184311268234,0.000551466157227593,0.0498893050238563
"16","OEU17563.1","hypothetical protein FRACYDRAFT_237983 [Fragilariopsis cylindrus CCMP1102]",-1.5198106076163,9.29543103412795,25.1873927026397,0.000592292983509444,0.0502338486638948
"17","OEU11214.1","hypothetical protein FRACYDRAFT_246327 [Fragilariopsis cylindrus CCMP1102]",2.65872975797404,9.36918023750818,23.4925491650647,0.000677875984761377,0.0541104536071288
"18","OEU18387.1","P-ATPase family transporter: zinc/lead/cadmium/mercury ion [Fragilariopsis cylindrus CCMP1102]",1.4047090426708,9.77399180008402,22.2315134360271,0.000799951393512364,0.0572105601239643
"19","OEU08126.1","Carboxyl_trans-domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.959216718414836,11.3564270262261,22.0763826980877,0.000820334211537467,0.0572105601239643
"20","OEU13881.1","hypothetical protein FRACYDRAFT_262424 [Fragilariopsis cylindrus CCMP1102]",1.62198456357951,9.23314873647959,21.9078282695573,0.000843191748326667,0.0572105601239643
"21","OEU20381.1","5-oxoprolinase [Fragilariopsis cylindrus CCMP1102]",1.72598553443962,10.3539014911398,20.8307743030545,0.0010202840071294,0.0659297808416475
"22","OEU12584.1","chromosome assembly protein [Fragilariopsis cylindrus CCMP1102]",1.35860782516636,9.94709597613515,20.3285035033796,0.00109919391527812,0.0670145794904877
"23","OEU17661.1","hypothetical protein FRACYDRAFT_268767 [Fragilariopsis cylindrus CCMP1102]",-1.04871818141394,11.1945232356755,20.1389242317628,0.00113584033034725,0.0670145794904877
"24","OEU10229.1","protoporphyrin IX Mg-chelatase subunit D [Fragilariopsis cylindrus CCMP1102]",1.9875953373199,8.55656912411203,19.227635485178,0.00133389595458735,0.074168704235305
"25","OEU18937.1","uroporphyrinogen III decarboxylase [Fragilariopsis cylindrus CCMP1102]",-2.0303197880911,8.7495340623735,19.0835548342541,0.00136888770738479,0.074168704235305
"26","1773362865","ATP synthase CF1 epsilon subunit (chloroplast) [Fragilariopsis cylindrus]",1.29018793965366,9.29606784780021,18.7130780253704,0.00146405084620777,0.074168704235305
"27","OEU21928.1","protein serine/threonine phosphatase 2C [Fragilariopsis cylindrus CCMP1102]",-0.821708347581978,11.100209680867,18.6696378963038,0.00147572219185942,0.074168704235305
"28","OEU18940.1","hypothetical protein FRACYDRAFT_207292 [Fragilariopsis cylindrus CCMP1102]",1.05554848941534,9.85934714078842,18.1870584608455,0.00161320209779761,0.0758803913602142
"29","OEU20373.1","hypothetical protein FRACYDRAFT_236448 [Fragilariopsis cylindrus CCMP1102]",-1.61091688752971,9.38617337515441,17.9528516011633,0.00168545048823368,0.0758803913602142
"30","OEU19890.1","hypothetical protein FRACYDRAFT_206674 [Fragilariopsis cylindrus CCMP1102]",1.1567120923058,9.37494801631392,24.7483231308282,0.00170276563245261,0.0758803913602142
"31","OEU18901.1","acyltransferase, partial [Fragilariopsis cylindrus CCMP1102]",-1.00554336832266,10.8511018680449,17.7909446532725,0.00173767401265443,0.0758803913602142
"32","OEU20259.1","hypothetical protein FRACYDRAFT_260278 [Fragilariopsis cylindrus CCMP1102]",1.03277766163412,10.7224751127299,17.6363362513758,0.00178936810871544,0.0758803913602142
"33","OEU21739.1","ATP-dependent hsl protease ATP-binding subunit hslU, partial [Fragilariopsis cylindrus CCMP1102]",1.900134765891,8.3412693406709,20.0002436730023,0.00195725825099668,0.0804848317152271
"34","OEU14527.1","hypothetical protein FRACYDRAFT_218563 [Fragilariopsis cylindrus CCMP1102]",0.835309024816201,10.47972394286,16.7149034659936,0.00213883354472917,0.0841260871304507
"35","OEU16276.1","glutamine-hydrolyzing asparagine synthase [Fragilariopsis cylindrus CCMP1102]",-0.834704648608599,12.2184498735921,16.6421020998067,0.00216979590977581,0.0841260871304507
"36","OEU17774.1","FAD-binding domain-containing protein [Fragilariopsis cylindrus CCMP1102]",1.19030601780773,9.40314440232828,22.4851836180411,0.00224441303900859,0.0846019026092961
"37","OEU18445.1","P-loop containing nucleoside triphosphate hydrolase protein, partial [Fragilariopsis cylindrus CCMP1102]",-1.37567486168748,9.27832433151952,24.8997452777375,0.00236350874738462,0.0866832802757008
"38","OEU09292.1","chloroplast sedoheptulose-1,7-bisphosphatase [Fragilariopsis cylindrus CCMP1102]",-1.02267510010349,10.0633670335186,15.9214883983629,0.00250726767297065,0.0894819573310559
"39","OEU14387.1","hypothetical protein FRACYDRAFT_275849 [Fragilariopsis cylindrus CCMP1102]",1.03595036505136,10.2445112384159,15.7971629625018,0.00257169958431185,0.0894819573310559
"40","OEU15875.1","hypothetical protein FRACYDRAFT_240571 [Fragilariopsis cylindrus CCMP1102]",-0.881374761586743,10.8879300627532,15.5847192777928,0.00268646980106119,0.0911384880010007
"41","OEU10445.1","putative rhodopsin [Fragilariopsis cylindrus CCMP1102]",1.13613988931232,9.83878600178373,15.2925641323431,0.00285453272402495,0.094478070890289
"42","OEU08420.1","hypothetical protein FRACYDRAFT_264537 [Fragilariopsis cylindrus CCMP1102]",-1.2056376426897,9.66472938104107,14.9923804398824,0.00304056183137589,0.0965519226137851
"43","OEU15601.1","WD40 repeat-like protein, partial [Fragilariopsis cylindrus CCMP1102]",-1.11249355734401,10.0110908584882,14.9226275696559,0.00308585566582906,0.0965519226137851
"44","OEU07775.1","putative dehydroascorbate reductase [Fragilariopsis cylindrus CCMP1102]",-1.02233153538086,10.1260811636132,14.8548528130987,0.00313064450626864,0.0965519226137851
"45","OEU22263.1","RNA-binding domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",-2.06663778244837,9.25042962093156,14.1970347207915,0.00363681792682135,0.107730763692878
"46","OEU18828.1","stabilizer of iron transporter SufD [Fragilariopsis cylindrus CCMP1102]",-1.17531998581388,9.5817377245773,17.7371153907457,0.00365189029467382,0.107730763692878
"47","OEU17803.1","fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]",-0.734996485923001,10.8306473558067,13.988111702022,0.00377852801644086,0.108980133056865
"48","OEU20728.1","hypothetical protein FRACYDRAFT_234360 [Fragilariopsis cylindrus CCMP1102]",-0.827271662587541,11.2870463881285,13.8978827668153,0.00385486100716987,0.108980133056865
"49","OEU20070.1","putative acetyl-CoA acyltransferase [Fragilariopsis cylindrus CCMP1102]",1.53400163264875,9.79859484684733,13.8105947638368,0.00396027865771013,0.109675472214544
"50","OEU19288.1","hypothetical protein FRACYDRAFT_235337 [Fragilariopsis cylindrus CCMP1102]",2.64357672347407,7.93469408225356,18.0690324219139,0.00409507761898137,0.111140406579155
"51","OEU21654.1","putative aureochrome [Fragilariopsis cylindrus CCMP1102]",-0.762862805090193,11.2207333923299,13.3069304672312,0.00440340789235433,0.117165186469114
"52","OEU20818.1","HopJ-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.98535985005837,9.91155644386862,13.1207887702772,0.00459534344013593,0.119920789389701
"53","OEU15771.1","hypothetical protein FRACYDRAFT_209201 [Fragilariopsis cylindrus CCMP1102]",1.06937830435983,9.41829946990641,13.9980649158656,0.00497595326514177,0.122183008664399
"54","OEU14002.1","hypothetical protein FRACYDRAFT_171314 [Fragilariopsis cylindrus CCMP1102]",1.69324561379231,8.45441878177163,27.6647969826989,0.00502618456995692,0.122183008664399
"55","OEU20557.1","hypothetical protein FRACYDRAFT_234188 [Fragilariopsis cylindrus CCMP1102]",-0.851580208300515,10.5623038954276,12.7070613890481,0.00505927594943557,0.122183008664399
"56","OEU18602.1","hypothetical protein FRACYDRAFT_268368 [Fragilariopsis cylindrus CCMP1102]",-1.11592446026741,9.85829373032408,12.7025841296983,0.00506459723249286,0.122183008664399
"57","OEU15576.1","protoporphyrin IX Mg-chelatase subunit D [Fragilariopsis cylindrus CCMP1102]",-0.899786969733935,10.3600181407026,12.5916623096232,0.00519860733058428,0.122183008664399
"58","OEU07355.1","hypothetical protein FRACYDRAFT_197708 [Fragilariopsis cylindrus CCMP1102]",-0.852386743007963,10.7641501670584,12.5724376952975,0.00522226566141129,0.122183008664399
"59","OEU08435.1","Flavocytochrome c [Fragilariopsis cylindrus CCMP1102]",1.10888690966993,9.81131905729728,12.4225716751885,0.0054112101495998,0.122342134438976
"60","OEU20496.1","hypothetical protein FRACYDRAFT_216497 [Fragilariopsis cylindrus CCMP1102]",1.45154958278057,8.59951197453343,16.2521722037016,0.00561914268377087,0.122342134438976
"61","OEU19598.1","hypothetical protein FRACYDRAFT_235658 [Fragilariopsis cylindrus CCMP1102]",1.51731947764013,9.46000141893877,12.2709769348665,0.0056482375687184,0.122342134438976
"62","OEU19234.1","cobW-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",1.61770566866542,11.2508911083623,12.3913981660988,0.00565015910330901,0.122342134438976
"63","OEU16551.1","fucoxanthin chlorophyll a/c protein [Fragilariopsis cylindrus CCMP1102]",1.94710057687396,10.121715111327,12.3691330843758,0.00567984854064515,0.122342134438976
"64","OEU13767.1","Coatomer, alpha subunit [Fragilariopsis cylindrus CCMP1102]",-0.76685616634629,10.4963092826897,12.131205719226,0.00580268079280853,0.123034966185018
"65","OEU21652.1","uroporphyrinogen III decarboxylase, partial [Fragilariopsis cylindrus CCMP1102]",-1.07286910061184,9.84879116952729,11.8367721217237,0.00623346651805422,0.128728260298179
"66","OEU10218.1","FAS1 domain-containing protein, partial [Fragilariopsis cylindrus CCMP1102]",1.3021936964445,8.70062028798307,14.6301841974274,0.00639206845538118,0.128728260298179
"67","OEU08930.1","hypothetical protein FRACYDRAFT_249273 [Fragilariopsis cylindrus CCMP1102]",-1.12317888295649,9.49169763192517,14.6780998409059,0.00642538891479905,0.128728260298179
"68","OEU15320.1","ThiJ/PfpI domain-containing protein [Fragilariopsis cylindrus CCMP1102]",1.62411369618925,8.28604090546371,17.2243658012178,0.00653748788677687,0.128728260298179
"69","OEU22272.1","V-type ATPase 16 kDa proteolipid subunit [Fragilariopsis cylindrus CCMP1102]",1.4060121152929,8.75602800127268,11.6384096020679,0.00654550476092436,0.128728260298179
"70","OEU16201.1","hypothetical protein FRACYDRAFT_225570 [Fragilariopsis cylindrus CCMP1102]",-1.36586938977156,9.43097917890112,11.5773504322208,0.00664532234242087,0.128824320266645
"71","OEU21646.1","methionine sulfoxide reductase B [Fragilariopsis cylindrus CCMP1102]",-1.55014239724691,8.74015948567888,13.6685802791449,0.00697924635352348,0.133392074672273
"72","OEU16091.1","calcium ATPase, partial [Fragilariopsis cylindrus CCMP1102]",0.937505004822552,9.61863656455083,13.1953157683974,0.0072857889465546,0.136373246682027
"73","OEU13387.1","ARM repeat-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.920645284848257,9.81928473877415,11.5777666323096,0.00741079691845503,0.136373246682027
"74","OEU22110.1","putative methyltransferase [Fragilariopsis cylindrus CCMP1102]",1.12189433444476,9.1978003437189,12.8124585580721,0.00743671352577007,0.136373246682027
"75","OEU18800.1","T-complex protein 1 [Fragilariopsis cylindrus CCMP1102]",-1.30226106172694,9.48497142404154,11.0629448741617,0.0075634188444711,0.13684745829263
"76","OEU09370.1","WD40 repeat-like protein [Fragilariopsis cylindrus CCMP1102]",-0.965639034259768,10.268207318434,10.899200924807,0.00788727619524415,0.140829392065083
"77","OEU20434.1","RraA-like protein [Fragilariopsis cylindrus CCMP1102]",0.850536482397181,10.0174982957332,10.8360577323663,0.00801661570592097,0.141279837830321
"78","OEU09038.1","hypothetical protein FRACYDRAFT_271650 [Fragilariopsis cylindrus CCMP1102]",-0.740206816128498,10.5793992447288,10.705845223752,0.00829150980707666,0.143232268779103
"79","OEU06473.1","hypothetical protein FRACYDRAFT_265856 [Fragilariopsis cylindrus CCMP1102]",1.16373040395673,10.726264595272,10.7030236114666,0.00834518904428327,0.143232268779103
"80","OEU15467.1","Triosephosphate isomerase [Fragilariopsis cylindrus CCMP1102]",-0.661464032399327,12.2290183477318,10.5320463330162,0.00867636358444324,0.143232268779103
"81","OEU17549.1","Adaptor protein complex AP-1 gamma subunit [Fragilariopsis cylindrus CCMP1102]",0.988363832796533,9.26967237795794,10.8536227747852,0.00873636194280068,0.143232268779103
"82","OEU11139.1","putative 6-phosphogluconate dehydrogenase [Fragilariopsis cylindrus CCMP1102]",1.44790694750826,10.236509441384,10.619505635805,0.00873992747582498,0.143232268779103
"83","OEU09673.1","Trypanothione reductase [Fragilariopsis cylindrus CCMP1102]",-1.21581200450119,9.31839236398833,17.5006411323056,0.00876070619651109,0.143232268779103
"84","OEU22140.1","Sm-like ribonucleo protein, partial [Fragilariopsis cylindrus CCMP1102]",-1.0889053378258,10.3597854368789,10.4029716817106,0.00897618660652175,0.145008157441072
"85","OEU12494.1","hypothetical protein FRACYDRAFT_191288, partial [Fragilariopsis cylindrus CCMP1102]",-0.802831465886307,11.3652533960955,10.3214803182785,0.00917192717621607,0.14642711974265
"86","OEU18900.1","hypothetical protein FRACYDRAFT_182579 [Fragilariopsis cylindrus CCMP1102]",0.956885980952994,9.52131354610902,15.4773836826496,0.00934970303553542,0.147529616502576
"87","OEU20131.1","hypothetical protein FRACYDRAFT_236198 [Fragilariopsis cylindrus CCMP1102]",-1.54669414834352,8.96154584467261,9.93739536278508,0.0102205306342412,0.15941678242144
"88","OEU14823.1","extrinsic protein in photosystem II [Fragilariopsis cylindrus CCMP1102]",-0.911888126633435,10.8459299409388,9.71665364532511,0.0107978311628793,0.164201986458863
"89","OEU19975.1","protein prenylyltransferase [Fragilariopsis cylindrus CCMP1102]",-1.17127891272457,9.30612565712192,11.8006690006366,0.010800986380715,0.164201986458863
"90","OEU23729.1","4-Diphosphocytidyl-2-C-methyl-D-erythritol synthase [Fragilariopsis cylindrus CCMP1102]",-0.773779335300885,10.1320672685225,12.8340800934039,0.0108903307157683,0.164201986458863
"91","OEU18748.1","hypothetical protein FRACYDRAFT_182880 [Fragilariopsis cylindrus CCMP1102]",5.07798510120486,13.6916748212248,10.7690319986143,0.011454968225474,0.165087882565759
"92","OEU11299.1","hypothetical protein FRACYDRAFT_270952 [Fragilariopsis cylindrus CCMP1102]",-0.984048274854395,9.60646915290027,10.0885123781609,0.0115045695936746,0.165087882565759
"93","OEU15300.1","kinase domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.730357261695603,10.2604155275828,9.45718415384392,0.0116009892859281,0.165087882565759
"94","OEU11757.1","hypothetical protein FRACYDRAFT_263309 [Fragilariopsis cylindrus CCMP1102]",1.22733226588547,8.71218852912084,11.8423013694969,0.011856561554934,0.165087882565759
"95","OEU17909.1","hypothetical protein FRACYDRAFT_238339 [Fragilariopsis cylindrus CCMP1102]",1.50785354724072,10.3113462006789,9.46159420077078,0.0118974790475312,0.165087882565759
"96","OEU17651.1","FAD-linked oxidoreductase [Fragilariopsis cylindrus CCMP1102]",-1.07549694060737,9.31997971318735,18.0719022191695,0.0119138789348331,0.165087882565759
"97","OEU15623.1","Peptidase_M16-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-1.32486528536269,9.4193771179845,9.35269557734473,0.0119447039071482,0.165087882565759
"98","OEU20689.1","Ribonuc_red_lgC-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-1.05429752997145,9.26943584009557,12.4574322002471,0.0119826559339702,0.165087882565759
"99","OEU12919.1","hypothetical protein FRACYDRAFT_263086 [Fragilariopsis cylindrus CCMP1102]",-1.04437173718076,9.41038561012872,9.96854900557109,0.0120439943802581,0.165087882565759
"100","OEU10909.1","hypothetical protein FRACYDRAFT_246784 [Fragilariopsis cylindrus CCMP1102]",-0.81459719230194,10.2384093060515,9.28295660173173,0.0121809699698507,0.165295762490874
"101","OEU20087.1","hypothetical protein FRACYDRAFT_268171, partial [Fragilariopsis cylindrus CCMP1102]",-0.839235711086035,10.2902793464887,9.16234903912495,0.012603053226726,0.169104169108987
"102","OEU11984.1","casein kinase I delta [Fragilariopsis cylindrus CCMP1102]",-1.48900124825259,9.26227065034743,9.14242512921972,0.0127351338885373,0.169104169108987
"103","OEU16010.1","pyruvate carboxylase [Fragilariopsis cylindrus CCMP1102]",-1.0815812062474,9.47402744134959,9.0980044436244,0.0128354675152731,0.169104169108987
"104","OEU18398.1","DEAD-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.800663492916967,10.0242205300567,8.92577272983593,0.0134835565172585,0.174928306441237
"105","OEU18742.1","hypothetical protein FRACYDRAFT_217304 [Fragilariopsis cylindrus CCMP1102]",1.05726722771222,9.06433603676749,14.9333867902274,0.0135353516406263,0.174928306441237
"106","OEU20457.1","NAD(P)-binding protein [Fragilariopsis cylindrus CCMP1102]",-2.08852755009732,9.57095592134029,8.93075451180033,0.0138016455959135,0.176687104468439
"107","OEU21875.1","hypothetical protein FRACYDRAFT_232020 [Fragilariopsis cylindrus CCMP1102]",1.69893682581907,7.9367717362738,16.5324680125075,0.0142294948929878,0.180461911867144
"108","OEU11005.1","Band_7-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",1.02891124281172,12.0081819047898,8.701078780385,0.0146417864761499,0.183389265906807
"109","OEU20597.1","eukaryotic translation initiation factor 2 subunit alpha [Fragilariopsis cylindrus CCMP1102]",1.31960652160723,8.96848696184279,8.63617663818923,0.0147306042622269,0.183389265906807
"110","OEU16607.1","zeaxanthin epoxidase [Fragilariopsis cylindrus CCMP1102]",-0.736225564459418,10.9953629591012,8.52259150251167,0.0151623082460837,0.18431711961193
"111","OEU16909.1","hypothetical protein FRACYDRAFT_156996, partial [Fragilariopsis cylindrus CCMP1102]",-1.1692211517567,9.32557554324379,8.49546977787043,0.0152840692236024,0.18431711961193
"112","1773362895","Mg-protoporphyrin IX chelatase (chloroplast) [Fragilariopsis cylindrus]",-0.877069219946476,10.3637384460826,8.48125451361829,0.0153483603835466,0.18431711961193
"113","OEU18675.1","hypothetical protein FRACYDRAFT_236954 [Fragilariopsis cylindrus CCMP1102]",-0.85533640765353,10.263874675814,8.48123672112478,0.0153484410583258,0.18431711961193
"114","OEU21733.1","hypothetical protein FRACYDRAFT_231878 [Fragilariopsis cylindrus CCMP1102]",-0.663980037225001,10.7219895352575,8.35881329349682,0.0159159011322884,0.187222832648969
"115","OEU15012.1","ribulose-1,5-bisphosphate carboxylase-like protein [Fragilariopsis cylindrus CCMP1102]",-0.775335764501042,10.1106489942985,12.820664460495,0.0159170666786109,0.187222832648969
"116","OEU15501.1","ribosomal protein L13 [Fragilariopsis cylindrus CCMP1102]",-0.794233195587954,9.97763040784568,8.42051708584806,0.0160043099390423,0.187222832648969
"117","OEU18465.1","actin depolymerazing factor [Fragilariopsis cylindrus CCMP1102]",0.831669986909707,9.64469741930651,8.20735996434863,0.0166535055517559,0.192137177603495
"118","OEU21653.1","geranylgeranyl reductase [Fragilariopsis cylindrus CCMP1102]",-1.03081032424823,9.6571182819648,8.16987215158778,0.0168424287179159,0.192137177603495
"119","OEU15628.1","putative nucleoside-diphosphate kinase [Fragilariopsis cylindrus CCMP1102]",-1.02186628055261,9.42255670122936,8.14223510419368,0.0169833725157921,0.192137177603495
"120","OEU07664.1","FAS1 domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.864719095661211,9.81446387836241,8.14079419663929,0.0169907599944137,0.192137177603495
"121","OEU17742.1","rieske iron-sulfur protein of cytochrome B6/F complex [Fragilariopsis cylindrus CCMP1102]",1.47825520252767,8.83168276955604,8.08862533775977,0.0174891099955281,0.195047309818615
"122","OEU20988.1","transaldolase [Fragilariopsis cylindrus CCMP1102]",-1.69853719613285,8.44786400675362,15.4270416464145,0.0175825826951622,0.195047309818615
"123","OEU18733.1","hypothetical protein FRACYDRAFT_268420 [Fragilariopsis cylindrus CCMP1102]",1.22169935290466,8.80251309013934,14.1900560002911,0.0177618398898374,0.195047309818615
"124","OEU18802.1","3HCDH_N-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-1.41225189775011,8.80568051088878,17.9924662459443,0.0178230408382523,0.195047309818615
"125","OEU13018.1","GrpE nucleotide exchange factor [Fragilariopsis cylindrus CCMP1102]",1.06091303668902,9.70340418048719,7.57611515153435,0.0202891231541631,0.220258720961595
"126","OEU10937.1","hypothetical protein FRACYDRAFT_193278 [Fragilariopsis cylindrus CCMP1102]",-0.638136893774823,10.6014356735896,7.49480362484863,0.0207345060660658,0.223307339140089
"127","OEU14763.1","V-ATPase subunit A4 [Fragilariopsis cylindrus CCMP1102]",0.574254098651216,10.4378326510765,7.58660171634887,0.0212171005761655,0.226705554975248
"128","OEU18180.1","putative UDP-glucose-4-epimerase [Fragilariopsis cylindrus CCMP1102]",-0.719927408055027,10.1502684476194,8.26865945150906,0.021559036447048,0.228559472333157
"129","OEU13634.1","cyclophilin-like protein [Fragilariopsis cylindrus CCMP1102]",0.949694569488751,9.91250370415603,7.33280077972143,0.02182578108048,0.229530300232281
"130","OEU16045.1","serine-tRNA ligase [Fragilariopsis cylindrus CCMP1102]",1.44038196842545,10.158393452448,7.3713311044857,0.0219889012750158,0.229530300232281
"131","OEU07882.1","putative UDP-glucose 6-dehydrogenase [Fragilariopsis cylindrus CCMP1102]",-0.906626502056122,9.54100514427137,7.59330084330283,0.0232293189806098,0.23752064082692
"132","OEU12635.1","CKS-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.712574812992836,11.1941232323227,7.13272549101039,0.0232714470925713,0.23752064082692
"133","OEU14710.1","TPT-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",0.551169646339266,10.6245568415764,8.06259910271233,0.0232794732719089,0.23752064082692
"134","OEU18421.1","hypothetical protein FRACYDRAFT_260383 [Fragilariopsis cylindrus CCMP1102]",-1.43000207008738,9.16510807450839,7.05765141407104,0.0239274601406942,0.242310174708373
"135","OEU16221.1","hydroxymethylglutaryl-CoA reductase [Fragilariopsis cylindrus CCMP1102]",-0.886118211876793,9.47052371898203,9.80965170131422,0.0243952096547019,0.244335367933615
"136","OEU21853.1","hypothetical protein FRACYDRAFT_258825 [Fragilariopsis cylindrus CCMP1102]",-0.812894644449408,9.79624012898997,8.50024993110257,0.0244875534553955,0.244335367933615
"137","OEU16482.1","prohibitin 2 [Fragilariopsis cylindrus CCMP1102]",-1.10490333510867,10.4058605303138,6.95418966825443,0.0247458007345721,0.245109865670178
"138","OEU15673.1","ribosomal protein S19 [Fragilariopsis cylindrus CCMP1102]",-1.13095254234532,9.01950125407346,9.45786449775629,0.0253757886837108,0.247144702179931
"139","OEU22910.1","SpoU_methylase-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-0.826113497131969,10.5771418796953,6.85386837394856,0.0254857412622213,0.247144702179931
"140","OEU11877.1","CONSTANS interacting protein 3 [Fragilariopsis cylindrus CCMP1102]",0.742204833459091,9.81469655471429,6.8153574261252,0.0258113136644681,0.247144702179931
"141","OEU23312.1","hypothetical protein FRACYDRAFT_267500, partial [Fragilariopsis cylindrus CCMP1102]",1.46163564036526,8.13389197714061,15.3384438734933,0.025831763655832,0.247144702179931
"142","OEU21268.1","hypothetical protein FRACYDRAFT_234895 [Fragilariopsis cylindrus CCMP1102]",-1.1725409527905,8.95186547383647,11.6181787502062,0.0258618627189022,0.247144702179931
"143","OEU22415.1","long-chain acyl-CoA synthetase [Fragilariopsis cylindrus CCMP1102]",0.803203850520381,9.69818143920475,6.78775489543069,0.0260477818217104,0.247180698825601
"144","OEU13317.1","hypothetical protein FRACYDRAFT_241655 [Fragilariopsis cylindrus CCMP1102]",-0.817694378632585,9.95724830701335,6.70856475808035,0.0267409733170239,0.250690634707467
"145","OEU18400.1","SOUL-domain-containing protein [Fragilariopsis cylindrus CCMP1102]",-1.00040711589932,10.0836407902048,6.70338016225315,0.0267871348803116,0.250690634707467
"146","OEU13347.1","HEAT repeat-containing protein [Fragilariopsis cylindrus CCMP1102]",0.804991933983834,9.90451730560088,6.62792335677188,0.0274700771404025,0.252648554985264
"147","OEU15709.1","Ribokinase-like protein, partial [Fragilariopsis cylindrus CCMP1102]",-0.556493463807319,10.7113174250043,7.41815956500038,0.0276627369851177,0.252648554985264
"148","OEU22459.1","chloroplast ferredoxin dependent NADH oxireductase [Fragilariopsis cylindrus CCMP1102]",-0.644341897465736,13.0718498619369,6.5989792258593,0.0277376568406439,0.252648554985264
"149","OEU13382.1","hypothetical protein FRACYDRAFT_170947, partial [Fragilariopsis cylindrus CCMP1102]",-0.497824225240549,11.0137681146592,6.59861200795892,0.0277410719917497,0.252648554985264
"150","OEU14218.1","hypothetical protein FRACYDRAFT_261913 [Fragilariopsis cylindrus CCMP1102]",-0.794245714612973,9.7433128995089,7.2790421566789,0.028288280057838,0.254876560998903
"151","OEU15063.1","hypothetical protein FRACYDRAFT_275536 [Fragilariopsis cylindrus CCMP1102]",1.19603143232512,9.15253185280326,6.53212642970838,0.0286192547118747,0.254876560998903
"152","1783488216","hypothetical protein (chloroplast) [Fragilariopsis cylindrus]",0.989423545714876,9.01829841766225,6.49714205355518,0.0287046888034838,0.254876560998903
