"","accession","Description","proteinId","K_no","logFC","logCPM","PValue"
"35","OEU08538.1","hypothetical protein FRACYDRAFT_174052, partial ","174052","K07905",1.5005512348279,9.69730849668034,0.0297224956414028
"36","OEU17546.1","proteasome subunit alpha ","275128","K02729",1.40079813185983,10.4992337493709,0.0311199560727618
"37","OEU20754.1","P-type ATPase ","206011","K14950",0.837029544465918,9.84547958088361,0.0313661162396567
"38","OEU15601.1","WD40 repeat-like protein, partial ","156423","K14556",-0.699052507534812,10.0110908584882,0.0320795900184497
"39","OEU21863.1","peptidyl-prolyl cis-trans isomerase B ","232008","-",0.833300553046009,9.37927777505925,0.0338375275476323
"40","OEU08126.1","Carboxyl_trans-domain-containing protein, partial ","145710","K11262",-0.484183199036623,11.3564270262261,0.0351583044239257
"41","OEU22171.1","Band_7-domain-containing protein ","205091","-",0.735113722326871,9.7583431900077,0.0358205257623318
"42","OEU17563.1","hypothetical protein FRACYDRAFT_237983 ","237983","-",-0.859695320089543,9.29543103412795,0.0382954800470852
"43","OEU20373.1","hypothetical protein FRACYDRAFT_236448 ","236448","-",-0.854340112555099,9.3861733751544,0.0390228553138514
"44","OEU18937.1","uroporphyrinogen III decarboxylase ","268500","K01599",-1.10867421470784,8.7495340623735,0.0394492001797798
"45","OEU15135.1","3-phosphoshikimate 1-carboxyvinyltransferase ","226008","K00800",-0.696809147951033,9.92299180874882,0.0395481850681706
"46","OEU22102.1","hypothetical protein FRACYDRAFT_179260 ","179260","-",-0.693937566577826,9.99515955776102,0.0408240373869803
"47","OEU18445.1","P-loop containing nucleoside triphosphate hydrolase protein, partial ","182871","-",-0.880956777364345,9.27832433151952,0.0438182121185143
"48","OEU20523.1","Aldo/keto reductase ","180596","-",0.604469934669409,10.168116716689,0.0438763265698298
"49","OEU07292.1","hypothetical protein FRACYDRAFT_251075 ","251075","-",0.855863552293587,9.22460957839086,0.0489732932079207
"50","OEU17472.1","hypothetical protein FRACYDRAFT_183826 ","183826","-",-0.564403240346868,10.2547950057812,0.0494079004091404
