"","accession","Description","proteinId","K_no","logFC","logCPM","PValue"
"73","OEU13387.1","ARM repeat-containing protein ","170952","K20221",-0.920645284848243,9.81928473877415,0.00741079691845487
"74","OEU22110.1","putative methyltransferase ","178178","K07755",1.12189433444476,9.1978003437189,0.00743671352577015
"75","OEU18800.1","T-complex protein 1 ","237081","K09496",-1.30226106172696,9.48497142404153,0.00756341884447461
"76","OEU09370.1","WD40 repeat-like protein ","228652","K14830",-0.965639034259772,10.268207318434,0.0078872761952434
"77","OEU20434.1","RraA-like protein ","216468","-",0.850536482397177,10.0174982957332,0.00801661570591949
"78","OEU09038.1","hypothetical protein FRACYDRAFT_271650 ","271650","-",-0.740206816128498,10.5793992447288,0.00829150980706933
"79","OEU06473.1","hypothetical protein FRACYDRAFT_265856 ","265856","-",1.16373040395673,10.726264595272,0.0083451890442671
"80","OEU15467.1","Triosephosphate isomerase ","269372","-",-0.661464032399331,12.2290183477318,0.00867636358443744
"81","OEU17549.1","Adaptor protein complex AP-1 gamma subunit ","225310","K12391",0.988363832796532,9.26967237795795,0.0087363619428008
"82","OEU11139.1","putative 6-phosphogluconate dehydrogenase ","211512","K00033",1.44790694750825,10.236509441384,0.00873992747581611
"83","OEU09673.1","Trypanothione reductase ","228584","-",-1.2158120045014,9.31839236398833,0.00876070619651097
"84","OEU22140.1","Sm-like ribonucleo protein, partial ","215974","K11086",-1.0889053378258,10.3597854368789,0.00897618660652358
"85","OEU12494.1","hypothetical protein FRACYDRAFT_191288, partial ","191288","-",-0.802831465886308,11.3652533960955,0.00917192717621494
"86","OEU18900.1","hypothetical protein FRACYDRAFT_182579 ","182579","K14617",0.956885980952994,9.52131354610902,0.00934970303553554
"87","OEU20131.1","hypothetical protein FRACYDRAFT_236198 ","236198","-",-1.54669414834352,8.96154584467261,0.0102205306342253
"88","OEU14823.1","extrinsic protein in photosystem II ","269688","-",-0.911888126633436,10.8459299409388,0.0107978311628806
"89","OEU19975.1","protein prenylyltransferase ","260174","K14050",-1.17127891272463,9.30612565712192,0.0108009863807149
"90","OEU23729.1","4-Diphosphocytidyl-2-C-methyl-D-erythritol synthase ","205256","K00991",-0.773779335300884,10.1320672685225,0.0108903307157681
"91","OEU18748.1","hypothetical protein FRACYDRAFT_182880 ","182880","-",5.07798510120485,13.6916748212248,0.0114549682254424
"92","OEU11299.1","hypothetical protein FRACYDRAFT_270952 ","270952","-",-0.984048274854426,9.60646915290027,0.0115045695936746
"93","OEU15300.1","kinase domain-containing protein ","269308","K08794",0.730357261695599,10.2604155275828,0.011600989285922
"94","OEU11757.1","hypothetical protein FRACYDRAFT_263309 ","263309","-",1.22733226588547,8.71218852912084,0.0118565615549341
"95","OEU17909.1","hypothetical protein FRACYDRAFT_238339 ","238339","-",1.50785354724072,10.3113462006789,0.0118974790475193
"96","OEU17651.1","FAD-linked oxidoreductase ","268766","K00318",-1.07549694060733,9.31997971318735,0.011913878934833
"97","OEU15623.1","Peptidase_M16-domain-containing protein ","209078","K01408",-1.32486528536231,9.4193771179845,0.0119447039070947
"98","OEU20689.1","Ribonuc_red_lgC-domain-containing protein ","205957","-",-1.05429752997145,9.26943584009557,0.0119826559339701
"99","OEU12919.1","hypothetical protein FRACYDRAFT_263086 ","263086","K00366",-1.04437173718073,9.41038561012872,0.012043994380258
"100","OEU10909.1","hypothetical protein FRACYDRAFT_246784 ","246784","-",-0.814597192301941,10.2384093060515,0.0121809699698458
"101","OEU20087.1","hypothetical protein FRACYDRAFT_268171, partial ","268171","-",-0.839235711086038,10.2902793464887,0.012603053226722
"102","OEU11984.1","casein kinase I delta ","211208","K08959",-1.4890012482526,9.26227065034743,0.0127351338885211
"103","OEU16010.1","pyruvate carboxylase ","186955","K01958",-1.08158120624744,9.47402744134959,0.0128354675152671
"104","OEU18398.1","DEAD-domain-containing protein ","183391","K12823",-0.800663492916969,10.0242205300567,0.0134835565172535
"105","OEU18742.1","hypothetical protein FRACYDRAFT_217304 ","217304","-",1.05726722771221,9.06433603676749,0.0135353516406265
"106","OEU20457.1","NAD(P)-binding protein ","267643","K00344",-2.08852755009732,9.57095592134029,0.0138016455958992
"107","OEU21875.1","hypothetical protein FRACYDRAFT_232020 ","232020","-",1.69893682581907,7.9367717362738,0.014229494892988
"108","OEU11005.1","Band_7-domain-containing protein ","270904","-",1.02891124281172,12.0081819047898,0.0146417864761452
"109","OEU20597.1","eukaryotic translation initiation factor 2 subunit alpha ","267694","K03237",1.31960652160722,8.96848696184279,0.0147306042622061
"110","OEU16607.1","zeaxanthin epoxidase ","208380","K09838",-0.73622556445942,10.9953629591012,0.0151623082460801
"111","OEU16909.1","hypothetical protein FRACYDRAFT_156996, partial ","156996","-",-1.16922115175616,9.32557554324379,0.0152840692238233
"112","1773362895","Mg-protoporphyrin IX chelatase (chloroplast) [Fragilariopsis cylindrus]","-","-",-0.877069219946477,10.3637384460826,0.0153483603835455
"113","OEU18675.1","hypothetical protein FRACYDRAFT_236954 ","236954","-",-0.855336407653532,10.263874675814,0.0153484410583233
"114","OEU21733.1","hypothetical protein FRACYDRAFT_231878 ","231878","K14721",-0.663980037225002,10.7219895352575,0.0159159011322783
"115","OEU15012.1","ribulose-1,5-bisphosphate carboxylase-like protein ","269187","-",-0.775335764501045,10.1106489942985,0.0159170666786109
"116","OEU15501.1","ribosomal protein L13 ","170235","K02872",-0.794233195587961,9.97763040784568,0.016004309939042
"117","OEU18465.1","actin depolymerazing factor ","206967","K05765",0.831669986909712,9.64469741930652,0.0166535055517847
"118","OEU21653.1","geranylgeranyl reductase ","267781","K10960",-1.03081032424827,9.6571182819648,0.0168424287179385
"119","OEU15628.1","putative nucleoside-diphosphate kinase ","269435","K00940",-1.02186628055294,9.42255670122936,0.016983372515648
"120","OEU07664.1","FAS1 domain-containing protein ","250682","-",-0.864719095661235,9.81446387836241,0.0169907599944217
"121","OEU17742.1","rieske iron-sulfur protein of cytochrome B6/F complex ","268792","K02636",1.47825520252767,8.83168276955605,0.0174891099955307
"122","OEU20988.1","transaldolase ","216674","-",-1.69853719613285,8.44786400675362,0.017582582695162
"123","OEU18733.1","hypothetical protein FRACYDRAFT_268420 ","268420","K11275",1.22169935290466,8.80251309013934,0.0177618398898377
"124","OEU18802.1","3HCDH_N-domain-containing protein ","207194","-",-1.41225189775011,8.80568051088878,0.0178230408382521
"125","OEU13018.1","GrpE nucleotide exchange factor ","219337","K03687",1.06091303668896,9.70340418048719,0.0202891231541608
"126","OEU10937.1","hypothetical protein FRACYDRAFT_193278 ","193278","-",-0.638136893774825,10.6014356735896,0.0207345060660523
"127","OEU14763.1","V-ATPase subunit A4 ","170746","K02145",0.574254098651212,10.4378326510765,0.0212171005761657
"128","OEU18180.1","putative UDP-glucose-4-epimerase ","291631","K01784",-0.719927408055029,10.1502684476194,0.0215590364470477
"129","OEU13634.1","cyclophilin-like protein ","226832","-",0.949694569488721,9.91250370415603,0.0218257810804921
"130","OEU16045.1","serine-tRNA ligase ","185157","K01875",1.44038196842544,10.158393452448,0.0219889012749973
"131","OEU07882.1","putative UDP-glucose 6-dehydrogenase ","271881","K00012",-0.906626502056102,9.54100514427137,0.0232293189806096
"132","OEU12635.1","CKS-domain-containing protein ","191189","K02219",-0.712574812992837,11.1941232323227,0.0232714470925693
"133","OEU14710.1","TPT-domain-containing protein ","188055","-",0.551169646339264,10.6245568415764,0.0232794732719091
"134","OEU18421.1","hypothetical protein FRACYDRAFT_260383 ","260383","-",-1.43000207008738,9.16510807450839,0.0239274601406647
"135","OEU16221.1","hydroxymethylglutaryl-CoA reductase ","268919","K00021",-0.886118211876825,9.47052371898203,0.0243952096547016
"136","OEU21853.1","hypothetical protein FRACYDRAFT_258825 ","258825","-",-0.812894644449397,9.79624012898996,0.0244875534553951
"137","OEU16482.1","prohibitin 2 ","208283","K17081",-1.10490333510867,10.4058605303138,0.024745800734537
"138","OEU15673.1","ribosomal protein S19 ","261793","K02974",-1.13095254234532,9.01950125407345,0.0253757886837105
"139","OEU22910.1","SpoU_methylase-domain-containing protein ","178319","K15507",-0.826113497131973,10.5771418796953,0.0254857412622218
"140","OEU11877.1","CONSTANS interacting protein 3 ","172528","-",0.742204833459107,9.81469655471429,0.0258113136644852
"141","OEU23312.1","hypothetical protein FRACYDRAFT_267500, partial ","267500","-",1.46163564036526,8.13389197714061,0.0258317636558321
"142","OEU21268.1","hypothetical protein FRACYDRAFT_234895 ","234895","-",-1.1725409527905,8.95186547383647,0.025861862718902
"143","OEU22415.1","long-chain acyl-CoA synthetase ","259065","-",0.803203850520381,9.69818143920475,0.0260477818217436
"144","OEU13317.1","hypothetical protein FRACYDRAFT_241655 ","241655","-",-0.817694378632588,9.95724830701335,0.0267409733170289
"145","OEU18400.1","SOUL-domain-containing protein ","168094","-",-1.00040711589933,10.0836407902048,0.0267871348803177
"146","OEU13347.1","HEAT repeat-containing protein ","209669","K12828",0.804991933983825,9.90451730560088,0.0274700771404155
"147","OEU15709.1","Ribokinase-like protein, partial ","159706","K00852",-0.556493463807321,10.7113174250043,0.0276627369851174
"148","OEU22459.1","chloroplast ferredoxin dependent NADH oxireductase ","205285","K02641",-0.644341897465737,13.0718498619369,0.0277376568406322
"149","OEU13382.1","hypothetical protein FRACYDRAFT_170947, partial ","170947","-",-0.497824225240549,11.0137681146592,0.0277410719917226
"150","OEU14218.1","hypothetical protein FRACYDRAFT_261913 ","261913","-",-0.794245714612956,9.74331289950889,0.0282882800578375
"151","OEU15063.1","hypothetical protein FRACYDRAFT_275536 ","275536","K11275",1.19603143232511,9.15253185280326,0.0286192547121171
"152","1783488216","hypothetical protein (chloroplast) [Fragilariopsis cylindrus]","-","-",0.989423545714876,9.01829841766225,0.0287046888034909
"153","OEU14547.1","NAD(P)-binding protein, partial ","141982","-",1.20776279071891,9.08712577382053,0.029180718514944
"154","OEU14125.1","hypothetical protein FRACYDRAFT_189149 ","189149","-",-0.90025250918914,9.34935303144521,0.0292014917985719
"155","OEU18685.1","HAD-superfamily hydrolase ","168304","-",-1.06032224380047,10.9828631403829,0.0292403726063676
"156","OEU10673.1","Phosphoadenosine phosphosulfate reductase ","211685","-",-0.905310290774135,9.39716012861031,0.0293004742194754
"157","OEU09587.1","RecF/RecN/SMC protein ","212269","K06636",-1.06931508956053,9.55939207367004,0.0298939815582008
"158","OEU14009.1","hypothetical protein FRACYDRAFT_262468 ","262468","-",1.29299448501937,8.4715328066048,0.0299877178602095
"159","OEU16586.1","protein serine/threonine phosphatase 2C ","185298","K04461",1.01137459500189,8.82778418037296,0.0305126570077918
"160","OEU08001.1","hypothetical protein FRACYDRAFT_250221 ","250221","-",-0.839491983951329,10.5565134544091,0.0308606521412789
"161","OEU09192.1","pyruvate kinase ","228971","-",-0.740836581915767,10.023014291818,0.0310910407942026
"162","OEU09561.1","RPB5 subunit of DNA-directed RNA polymerase ","271383","K03013",-0.570414892258392,10.5816644167324,0.0318592505982879
"163","OEU17018.1","valyl-tRNA synthetase ","225934","K01873",-0.851163346842083,10.3540235104658,0.0319169148158578
"164","OEU18358.1","hypothetical protein FRACYDRAFT_260352 ","260352","-",0.856499189532258,10.9800286894104,0.0320135217236781
"165","OEU14082.1","hypothetical protein FRACYDRAFT_210096 ","210096","K09560",0.751339152807747,9.56775504787142,0.0329848762868402
"166","OEU17081.1","ferredoxin NADP reductase ","208164","K02641",-0.539428041592461,10.707340369917,0.0329954514287614
"167","OEU18328.1","Peptidase_M16-domain-containing protein ","206890","K01408",-0.690432374178021,11.0228217202192,0.0334176928763924
"168","OEU16122.1","RecF/RecN/SMC protein ","208027","-",-0.933332405437888,9.75309892225046,0.033570835696371
"169","OEU16565.1","hypothetical protein FRACYDRAFT_239160 ","239160","-",-0.960548144800286,9.3648872888404,0.0340712561701117
"170","OEU17546.1","proteasome subunit alpha ","275128","K02729",1.34911675537276,10.4992337493709,0.0341056435307774
"171","OEU22012.1","hypothetical protein FRACYDRAFT_258886 ","258886","-",-1.13084451445037,8.94516530428788,0.0343512684612065
"172","OEU21377.1","hypothetical protein FRACYDRAFT_259880 ","259880","-",1.17339526209761,9.0440242136994,0.0347521842257557
"173","OEU07692.1","hypothetical protein FRACYDRAFT_271909 ","271909","-",1.16304300128624,9.7953736642112,0.0356554622796161
"174","OEU22606.1","S1-domain-containing protein ","267338","-",-0.816999377660334,9.78935497058554,0.0358649464675581
"175","OEU08045.1","hypothetical protein FRACYDRAFT_271833 ","271833","-",0.418169750883677,11.3046490053251,0.0369033561186383
"176","OEU15101.1","phosphoglycerate kinase precursor ","208673","K00927",-0.853530174842804,9.53741102871144,0.0370273395957661
"177","OEU13681.1","vacuolar ATP synthase subunit D 1, partial ","161225","K02149",1.20484442109753,8.39027983128052,0.037631622718082
"178","OEU19363.1","hypothetical protein FRACYDRAFT_268006 ","268006","-",-0.800573797923219,10.1295462105444,0.0376963151711607
"179","OEU13365.1","hypothetical protein FRACYDRAFT_269789 ","269789","-",1.35730271186838,8.14475343382822,0.0380969841550249
"180","OEU15722.1","ARM repeat-containing protein ","269467","K02144",1.26798526375043,8.29868174506864,0.0389950545771905
"181","OEU16192.1","hypothetical protein FRACYDRAFT_169281 ","169281","-",-1.0857272119768,9.43716762059552,0.0402584398189721
"182","OEU19684.1","tRNA-synt_2c-domain-containing protein ","206558","K01872",-0.58416969451618,10.1705054092227,0.0404331351272317
"183","OEU07887.1","RecF/RecN/SMC protein ","212991","-",0.958740535018428,9.78777271382785,0.0404553882642854
"184","OEU13605.1","hypothetical protein FRACYDRAFT_269879 ","269879","-",-0.880721370246141,9.86512983624133,0.0410509012049449
"185","OEU16561.1","large ribosomal subunit L27 ","269038","K02901",-0.773099015572352,9.65019789765279,0.0414771527969702
"186","OEU09468.1","ARM repeat-containing protein ","271348","-",0.952282860624768,8.80952620444747,0.0418338070805465
"187","OEU21089.1","fucoxanthin chlorophyll a/c protein ","206215","-",-0.84085261780374,11.0860707409666,0.0420691545765886
"188","OEU13453.1","2-oxoacid_dh-domain-containing protein ","170993","K00627",0.522358756249641,12.6199485623001,0.0425221259670354
"189","OEU17497.1","ribosomal protein L2 ","268713","K02938",-0.966057453220847,9.4858189114353,0.0429072244021582
"190","OEU08344.1","carbamyl phosphate synthetase ","264682","-",-1.53763753191262,9.07687124885182,0.043585040777965
"191","OEU19211.1","1-deoxy-D-xylulose 5-phosphate synthase ","206899","K01662",-1.18422956259684,8.65198034304219,0.0466906223498438
"192","OEU11855.1","phosphoglycerate mutase ","211179","K01834",0.972319319504306,9.25184100699537,0.0474832527147982
"193","OEU17951.1","hypothetical protein FRACYDRAFT_238382 ","238382","-",1.09028761284105,8.5895044361413,0.0484220738482641
"194","OEU21292.1","hypothetical protein FRACYDRAFT_259855 ","259855","-",2.11559096679946,10.5476282335825,0.049020478780492
"195","OEU15228.1","aminotransferase, classes I and II superfamily ","226057","-",-0.775551794099102,9.51513146949077,0.0490700453745093
"196","OEU10013.1","hypothetical protein FRACYDRAFT_271172, partial ","271172","-",-0.436020700106312,10.9789426771802,0.0496592932578056
"197","OEU17572.1","Topoisom_I_N-domain-containing protein ","225326","K03163",-0.530332242660771,10.7362151539893,0.0499662828161599
